label,text
1,Lol they don't know about my awesome phone. I could click delete right now if I want.
1,Oic cos me n my sis got no lunch today my dad went out... So dunno whether 2 eat in sch or wat...
1,Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see
1,Is there any movie theatre i can go to and watch unlimited movies and just pay once?
0,okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm
1,Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.
1,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN."
1,I'm vivek:)i got call from your number.
0,1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+
0,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play £250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088"
1,Prabha..i'm soryda..realy..frm heart i'm sory
1,No de.am seeing in online shop so that i asked.
1,Thanks for your message. I really appreciate your sacrifice. I'm not sure of the process of direct pay but will find out on my way back from the test tomorrow. I'm in class now. Do have a wonderful day.
0,Todays Vodafone numbers ending with 4882 are selected to a receive a £350 award. If your number matches call 09064019014 to receive your £350 award.
1,Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.
0,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk"
1,"Well, i'm gonna finish my bath now. Have a good...fine night."
1,"What do u reckon as need 2 arrange transport if u can't do it, thanks"
0,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone
0,Congratulations U can claim 2 VIP row A Tickets 2 C Blu in concert in November or Blu gift guaranteed Call 09061104276 to claim TS&Cs www.smsco.net cost£3.75max 
0,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p£3.99
0,Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW
1,"Ya tel, wats ur problem.."
0,"For your chance to WIN a FREE Bluetooth Headset then simply reply back with ""ADP"""
1,Did u find out what time the bus is at coz i need to sort some stuff out.
1,Fine i miss you very much.
1,Dude im no longer a pisces. Im an aquarius now.
0,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl
0,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04
0,You can donate £2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. £2.50 will be added to your next bill
0,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&
1,R u here yet? I'm wearing blue shirt n black pants.
0,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832"
0,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!
1,"A cute thought for friendship: ""Its not necessary to share every secret with ur close Frnd, but watever u shared should be true""...."
0,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx
0,How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS)
1,We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;
1,Where can download clear movies. Dvd copies.
1,No need to ke qi... Ü too bored izzit y suddenly thk of this...
1,We can make a baby in yo tho
0,"URGENT! Your mobile was awarded a £1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011"
0,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180"
0,You have 1 new voicemail. Please call 08719181513.
0,Money i have won wining number 946 wot do i do next
1,"Theoretically yeah, he could be able to come"
1,Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.
0,network operator. The service is free. For T & C's visit 80488.biz
0,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm"
0,We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed
1,Ard 515 like dat. Y?
1,(That said can you text him one more time?)
0,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES"
0,PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04
1,"sure, but make sure he knows we ain't smokin yet"
1,The hair cream has not been shipped.
0,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)"
0,"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
1,Yup
1,Its sarcasm.. .nt scarcasim
0,83039 62735=£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 
0,Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp £1.50/msg
1,No. I.ll meet you in the library
1,"And that is the problem. You walk around in ""julianaland"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad."
1,You didnt complete your gist oh.
0,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0
0,You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750
0,"Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16"
0,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com
1,Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..
1,Bbq this sat at mine from 6ish. Ur welcome 2 come
0,FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP
1,"Aight, text me tonight and we'll see what's up"
0,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!"
0,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv
0,"Think ur smart ? Win £200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week"
1,So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream
1,No no. I will check all rooms befor activities
0,Win a £1000 cash prize or a prize worth £5000
0,"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins."
0,LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts
1,Where are you ? You said you would be here when I woke ... :-(
0,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+
1,"Haha good to hear, I'm officially paid and on the market for an 8th"
0,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.
1,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...
0,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16
1,says the  &lt;#&gt;  year old with a man and money. I'm down to my last  &lt;#&gt; . Still waiting for that check.
0,Filthy stories and GIRLS waiting for your
0,important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!
0,For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk
1,Hey morning what you come to ask:-) pa...
1,Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes
0,LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms
0,A link to your picture has been sent. You can also use http://alto18.co.uk/wave/wave.asp?o=44345
1,Ok lar... Joking wif u oni...
0,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50
1,Bring it if you got it
0,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'"
1,Gud mrng dear hav a nice day
0,"Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel"
1,"Oops I did have it,  &lt;#&gt; ?"
0,Ringtone Club: Gr8 new polys direct to your mobile every week !
1,"Yo, any way we could pick something up tonight?"
1,Are you not around or just still asleep? :V
1,"I don't have anybody's number, I still haven't thought up a tactful way to ask alex"
0,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text"
0,100 dating service cal;l 09064012103 box334sk38ch
1,I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.
1,Hi.what you think about match?
1,Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.
0,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901
1,Heehee that was so funny tho
1,Hope you are having a good week. Just checking in
1,Designation is software developer and may be she get chennai:)
0,+123 Congratulations - in this week's competition draw u have won the £1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm
1,Stupid.its not possible
0,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
0,"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription"
0,As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP
1,"Sorry pa, i dont knw who ru pa?"
0,thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???
0,Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow
0,U are subscribed to the best Mobile Content Service in the UK for £3 per 10 days until you send STOP to 82324. Helpline 08706091795
1,"As usual..iam fine, happy &amp; doing well..:)"
1,No i am not having not any movies in my laptop
0,"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT"
1,"Great. I'm in church now, will holla when i get out"
0,This message is brought to you by GMW Ltd. and is not connected to the
1,Are you comingdown later?
0,Reply to win £100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service
0,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX
1,Would me smoking you out help us work through this difficult time
0,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.
1,Well she's in for a big surprise!
0,"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply."
1,If You mean the website. Yes.
0,(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..
1,"I'm home, my love ... If your still awake ... *loving kiss*"
1,"K so am I, how much for an 8th? Fifty?"
0,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply
1,hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx
1,Well then you have a great weekend!
0,"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p"
1,The basket's gettin full so I might be by tonight
1,Ü v ma fan...
1,Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748
0,GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@£1.50rcvd
0,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p "
1,Can't take any major roles in community outreach. You rock mel
1,Great. I was getting worried about you. Just know that a wonderful and caring person like you will have only the best in life. Know that u r wonderful and God's love is yours.
1,He also knows about lunch menu only da. . I know
0,Great News! Call FREEFONE 08006344447 to claim your guaranteed £1000 CASH or £2000 gift. Speak to a live operator NOW!
1,Fine am simply sitting.
0,Ur HMV Quiz cash-balance is currently £500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg
1,No messages on her phone. I'm holding it now
1,Not tonight mate. Catching up on some sleep. This is my new number by the way. 
0,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p"
1,"Sure, I'll see if I can come by in a bit"
1,K come to nordstrom when you're done
1,"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight."
0,from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop
1,I agree. So i can stop thinkin about ipad. Can you please ask macho the same question.
0,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com"
1,Hey you can pay. With salary de. Only  &lt;#&gt; .
0,"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa"
1,Roger that. We‘re probably going to rem in about 20
0,"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx"
1,I was gonna ask you lol but i think its at 7
1,"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later"
0,lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468
0,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
1,Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx
0,"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2"
1,No just send to you. Bec you in temple na.
0,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
1,Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :)
0,88800 and 89034 are premium phone services call 08718711108
0,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth £33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk
1,Fyi I'm gonna call you sporadically starting at like  &lt;#&gt;  bc we are not not doin this shit
1,Sorry da thangam.it's my mistake.
0,You have WON a guaranteed £1000 cash or a £2000 prize.To claim yr prize call our customer service representative on
0,"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith.."
0,You are a winner U have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) 
0,FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF
1,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week
0,"449050000301 You have won a £2,000 price! To claim, call 09050000301."
1,I‘m parked next to a MINI!!!! When are you coming in today do you think?
1,"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?"
